paper_id,exam,year,session,qp_code,max_marks,subject,scheme,question_no,section,marks,question,topic
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,1,Essay,10,Describe in detail the morphological aspects of permanent mandibular first premolar. Add a note on chronology of the tooth.,tooth morphology
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,2,Essay,10,Classify oral mucosa. Describe light microscopic and ultrastructural features of keratinized epithelium.,oral mucosa; oral histology
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,3,Short Notes,5,Deglutition,deglutition
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,4,Short Notes,5,Principal fibers of the periodontal ligament,periodontal ligament
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,5,Short Notes,5,Describe in detail life cycle of ameloblast,tooth development
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,6,Short Notes,5,Morphology of the occlusal aspect of permanent maxillary first molar,maxillary first molar; tooth morphology
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,7,Brief Notes,3,Differences between cellular and acellular cementum,cementum
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,8,Brief Notes,3,Neonatal lines of enamel,enamel
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,9,Brief Notes,3,Fungiform papillae,oral histology
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,10,Brief Notes,3,Cingulum,tooth morphology
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,11,Brief Notes,3,Supporting alveolar bone,periodontology/alveolar bone
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,12,Brief Notes,3,Ridges,General
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,13,Brief Notes,3,Composition of saliva,saliva/salivary gland
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,14,Brief Notes,3,Development of palate,embryology
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,15,Brief Notes,3,Dead tracts,dentin
P006,June 2024,2024,June,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,16,Brief Notes,3,Morphology of the labial aspect of permanent mandibular canine,tooth morphology
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,1,Essay,10,"Describe the location and extent, contents, relations, tributaries and applied anatomy of cavernous sinus.",General
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,2,Essay,10,Describe the internal capsule under the following headings: parts; constituent fibres; arterial supply; clinical anatomy.,brain
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,3,Short Notes,5,Styloid apparatus,head & neck
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,4,Short Notes,5,Microanatomy of muscular tissue,histology
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,5,Short Notes,5,Development of face,embryology
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,6,Short Notes,5,Branches of oculomotor nerve,cranial nerves
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,7,Brief Notes,3,Spermatogenesis,embryology
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,8,Brief Notes,3,Downs syndrome,developmental anomalies
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,9,Brief Notes,3,Nerve supply and action of posterior cricoarytenoid muscle,General
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,10,Brief Notes,3,External jugular vein,head & neck
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,11,Brief Notes,3,Contents of carotid triangle,head & neck
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,12,Brief Notes,3,Facial artery,head & neck
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,13,Brief Notes,3,Filum terminale,General
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,14,Brief Notes,3,Parts of corpus callosum,brain
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,15,Brief Notes,3,Parts of parietal bone,General
P014,May 2025,2025,May,111002,70,General Human Anatomy including Embryology and Histology,2016 Scheme,16,Brief Notes,3,Histology of Palatine tonsil,histology
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,1,Essay,10,Write in detail about the zones of pulp. Add a note on the age changes in pulp.,pulp
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,2,Essay,10,Describe in detail about the morphology of permanent maxillary canine. Add a note on its chronology.,tooth morphology
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,3,Short Notes,5,Principal fibers of periodontal ligament,periodontal ligament
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,4,Short Notes,5,Theories of mineralization,General
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,5,Short Notes,5,Differences between primary and permanent dentition,dentition
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,6,Short Notes,5,Types of cementoenamel junctions,cementum; enamel
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,7,Brief Notes,3,Ground section,oral histology
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,8,Brief Notes,3,Basket cells,oral histology
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,9,Brief Notes,3,Non-keratinocytes,oral histology
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,10,Brief Notes,3,Lamina dura,periodontology/alveolar bone
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,11,Brief Notes,3,Neural crest cells,embryology
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,12,Brief Notes,3,Enamel spindle,enamel
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,13,Brief Notes,3,Cusp of Carabelli,tooth morphology
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,14,Brief Notes,3,Embrasures,General
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,15,Brief Notes,3,Tomes' granular layer,enamel
P003,September 2025,2025,September,114002,70,"Dental Anatomy, Embryology and Oral Histology",2016 Scheme,16,Brief Notes,3,Mamelons,tooth morphology
